listing_id,time_stamp
6812788,1479779568
6812790,1479784972
6812792,1479784098
6812813,1479787122
6812815,1479780986
6812816,1479781130
6812819,1479787124
6812820,1479780620
6812824,1479781166
6812829,1479785958
6812831,1479783416
6812836,1479779852
6812838,1479783962
6812845,1479785758
6812846,1479780592
6812847,1479787148
6812849,1479785714
6812853,1479784866
6812855,1479786086
6812857,1479783502
6812859,1479787138
6812862,1479785040
6812868,1479783618
6812870,1479780762
6812879,1479779718
6812882,1479787192
6812883,1479783474
6812893,1479784014
6812900,1479780304
6812909,1479786204
6812919,1479780690
6812920,1479784542
6812923,1479780230
6812933,1479787140
6812934,1479781272
6812939,1479780380
6812945,1479785340
6812946,1479779530
6812947,1479787186
6812956,1479784750
6812959,1479784956
6812960,1479786582
6812965,1479783388
6812972,1479779464
6812974,1479786060
6812976,1479784226
6812978,1479785210
6812979,1479786414
6812989,1479785254
6812993,1479784194
6812994,1479780830
6812997,1479779262
6813002,1479783576
6813003,1479780438
6813006,1479784150
6813007,1479779752
6813008,1479784432
6813012,1479784030
6813014,1479780066
6813017,1479782970
6813018,1479780054
6813019,1479781294
6813021,1479787098
6813023,1479783484
6813026,1479780176
6813028,1479783994
6813030,1479786070
6813034,1479786436
6813039,1479786150
6813042,1479780836
6813043,1479779310
6813044,1479784128
6813046,1479786216
6813048,1479785736
6813062,1479781302
6813069,1479780056
6813072,1479781010
6813074,1479779428
6813076,1479784122
6813077,1479787162
6813079,1479785380
6813081,1479785532
6813090,1479782816
6813091,1479785016
6813097,1479784486
6813101,1479784764
6813102,1479786886
6813107,1479780160
6813115,1479783844
6813116,1479779900
6813121,1479785288
6813123,1479780066
6813124,1479779392
6813125,1479784508
6813126,1479787130
6813128,1479780136
6813133,1479783172
6813137,1479779596
6813139,1479785490
6813140,1479779570
6813143,1479784718
6813147,1479780978
6813157,1479784098
6813158,1479784094
6813159,1479779372
6813160,1479786332
6813164,1479785512
6813169,1479786904
6813171,1479780868
6813173,1479784114
6813174,1479782936
6813175,1479787172
6813176,1479785024
6813180,1479786228
6813181,1479786036
6813182,1479783352
6813184,1479780492
6813186,1479785068
6813197,1479779724
6813199,1479783424
6813200,1479783096
6813205,1479782956
6813207,1479785234
6813208,1479784414
6813211,1479783432
6813229,1479780944
6813230,1479780798
6813231,1479787214
6813236,1479784456
6813240,1479782890
6813241,1479785782
6813244,1479783164
6813247,1479784314
6813248,1479787218
6813251,1479780142
6813253,1479786222
6813254,1479785302
6813255,1479786044
6813257,1479779916
6813260,1479782784
6813261,1479785408
6813263,1479782976
6813264,1479784878
6813268,1479787252
6813275,1479784078
6813277,1479785636
6813286,1479780914
6813298,1479783608
6813300,1479781082
6813304,1479785292
6813308,1479784520
6813309,1479785122
6813317,1479784066
6813318,1479787168
6813319,1479785846
6813323,1479786308
6813338,1479787198
6813344,1479785978
6813346,1479780280
6813357,1479779304
6813360,1479783216
6813361,1479781320
6813363,1479785324
6813364,1479785134
6813365,1479783778
6813367,1479782882
6813373,1479779626
6813376,1479786468
6813382,1479785278
6813384,1479782894
6813385,1479784620
6813388,1479781136
6813391,1479782776
6813392,1479784796
6813395,1479785754
6813399,1479784932
6813402,1479785032
6813405,1479784834
6813406,1479784814
6813407,1479779802
6813410,1479783786
6813412,1479786316
6813417,1479786440
6813420,1479779922
6813427,1479782918
6813437,1479786352
6813438,1479782832
6813439,1479779698
6813440,1479784846
6813446,1479779248
6813448,1479784462
6813449,1479785158
6813450,1479781284
6813451,1479784362
6813452,1479787204
6813465,1479786296
6813471,1479787144
6813474,1479779910
6813475,1479783462
6813477,1479780596
6813483,1479779736
6813484,1479784642
6813485,1479779402
6813488,1479780792
6813489,1479779560
6813491,1479787136
6813495,1479787112
6813497,1479786568
6813500,1479780804
6813503,1479779756
6813511,1479779552
6813512,1479785494
6813513,1479780906
6813514,1479785696
6813519,1479780206
6813522,1479779584
6813526,1479780016
6813534,1479784052
6813539,1479783286
6813541,1479787244
6813542,1479780470
6813543,1479779966
6813544,1479780106
6813555,1479779842
6813560,1479786024
6813566,1479783032
6813568,1479779436
6813570,1479787090
6813572,1479786478
6813573,1479785370
6813576,1479785984
6813579,1479787128
6813582,1479784450
6813597,1479786108
6813601,1479783978
6813602,1479779792
6813603,1479783660
6813607,1479783596
6813608,1479780214
6813610,1479786006
6813617,1479786468
6813620,1479780344
6813625,1479787178
6813627,1479783984
6813630,1479786494
6813635,1479779350
6813637,1479779690
6813638,1479782824
6813642,1479785216
6813643,1479779258
6813644,1479781070
6813645,1479786290
6813648,1479783600
6813650,1479784870
6813652,1479784284
6813653,1479786138
6813660,1479784898
6813661,1479786524
6813662,1479780406
6813664,1479786278
6813666,1479786030
6813673,1479784480
6813678,1479779540
6813682,1479785450
6813688,1479781310
6813689,1479784800
6813690,1479784380
6813694,1479779566
6813702,1479785622
6813704,1479784936
6813706,1479783056
6813708,1479784606
6813717,1479787094
6813720,1479780750
6813721,1479779292
6813724,1479783652
6813728,1479784024
6813729,1479787240
6813731,1479785720
6813734,1479783896
6813744,1479780954
6813746,1479784670
6813748,1479780196
6813753,1479783878
6813757,1479786346
6813758,1479786922
6813760,1479787086
6813762,1479786400
6813763,1479784908
6813767,1479783106
6813769,1479785684
6813771,1479779732
6813772,1479779876
6813775,1479785152
6813776,1479785592
6813780,1479780366
6813781,1479787124
6813782,1479787104
6813783,1479785282
6813785,1479784786
6813789,1479785702
6813791,1479783710
6813794,1479787152
6813799,1479780186
6813800,1479785092
6813801,1479779516
6813803,1479779988
6813805,1479783806
6813807,1479783312
6813808,1479785748
6813810,1479780890
6813812,1479779670
6813813,1479780316
6813815,1479779498
6813816,1479784566
6813821,1479787080
6813824,1479783836
6813825,1479784664
6813827,1479780022
6813828,1479780812
6813832,1479784600
6813834,1479784060
6813835,1479780502
6813836,1479783752
6813837,1479781176
6813840,1479780150
6813844,1479784502
6813847,1479779678
6813848,1479787188
6813849,1479781280
6813852,1479783408
6813853,1479781122
6813855,1479787226
6813856,1479783112
6813857,1479783742
6813858,1479780534
6813860,1479787184
6813864,1479780524
6813868,1479784076
6813869,1479780556
6813870,1479779260
6813872,1479784490
6813875,1479783608
6813878,1479783040
6813880,1479780898
6813882,1479781006
6813883,1479780394
6813884,1479780736
6813885,1479784760
6813891,1479781022
6813895,1479787140
6813896,1479782794
6813901,1479787076
6813903,1479779342
6813905,1479783182
6813906,1479785272
6813919,1479786614
6813921,1479786268
6813933,1479780308
6813936,1479779776
6813937,1479779616
6813939,1479784354
6813943,1479786896
6813946,1479779236
6813948,1479780938
6813951,1479780536
6813959,1479779704
6813960,1479779514
6813961,1479783094
6813963,1479785356
6813971,1479785566
6813977,1479785016
6813980,1479785240
6813984,1479783796
6813994,1479779998
6813996,1479784722
6813997,1479784704
6814000,1479779280
6814001,1479780782
6814009,1479783722
6814011,1479780652
6814014,1479779252
6814016,1479780544
6814018,1479783306
6814025,1479785664
6814027,1479785002
6814030,1479779444
6814037,1479784556
6814039,1479780920
6814042,1479779684
6814043,1479784274
6814045,1479787108
6814046,1479782960
6814049,1479783136
6814053,1479784468
6814054,1479781108
6814057,1479780704
6814059,1479783006
6814060,1479786588
6814061,1479781018
6814063,1479782874
6814065,1479783146
6814067,1479779940
6814074,1479785056
6814078,1479785480
6814079,1479784888
6814083,1479784528
6814084,1479784940
6814087,1479783728
6814088,1479779384
6814096,1479786282
6814110,1479784400
6814121,1479782866
6814124,1479783520
6814130,1479784086
6814132,1479785482
6814133,1479786926
6814136,1479780434
6814141,1479783084
6814145,1479780420
6814146,1479779358
6814149,1479784440
6814154,1479781066
6814155,1479786144
6814156,1479780258
6814162,1479783572
6814169,1479786454
6814170,1479786918
6814173,1479779822
6814185,1479779860
6814191,1479780818
6814193,1479781056
6814194,1479784734
6814196,1479780568
6814198,1479780410
6814200,1479782856
6814202,1479785996
6814205,1479786464
6814206,1479786580
6814215,1479787250
6814219,1479784406
6814221,1479784098
6814223,1479784696
6814226,1479783890
6814227,1479784856
6814229,1479780250
6814234,1479783248
6814237,1479783912
6814245,1479786536
6814246,1479786392
6814249,1479786454
6814259,1479780050
6814263,1479784298
6814264,1479779770
6814265,1479786256
6814268,1479780514
6814272,1479786508
6814279,1479780452
6814285,1479786596
6814286,1479783292
6814287,1479787194
6814306,1479783190
6814308,1479784804
6814324,1479784752
6814325,1479783540
6814330,1479779416
6814331,1479783468
6814332,1479783280
6814333,1479787152
6814336,1479783640
6814337,1479785994
6814341,1479784194
6814347,1479780464
6814358,1479785418
6814361,1479780128
6814362,1479785618
6814363,1479783584
6814365,1479785142
6814373,1479786560
6814378,1479780600
6814380,1479784576
6814387,1479786176
6814392,1479780758
6814395,1479780718
6814397,1479779632
6814401,1479780044
6814402,1479786914
6814404,1479780898
6814405,1479779654
6814408,1479780422
6814410,1479783644
6814418,1479783836
6814422,1479783860
6814424,1479782838
6814429,1479780842
6814431,1479787174
6814432,1479784384
6814435,1479784914
6814437,1479786186
6814442,1479779270
6814444,1479779630
6814446,1479785546
6814450,1479785384
6814453,1479785972
6814457,1479784820
6814463,1479779232
6814469,1479780670
6814470,1479787170
6814475,1479784654
6814478,1479780548
6814479,1479785076
6814484,1479781050
6814486,1479784328
6814487,1479785520
6814488,1479779888
6814491,1479782852
6814494,1479785178
6814495,1479780662
6814502,1479779276
6814516,1479780508
6814517,1479783686
6814518,1479779812
6814520,1479784000
6814522,1479786546
6814525,1479780398
6814530,1479786994
6814532,1479779832
6814533,1479780628
6814537,1479783440
6814538,1479783922
6814540,1479783078
6814546,1479787236
6814547,1479780478
6814548,1479779472
6814549,1479780728
6814559,1479779982
6814564,1479784590
6814566,1479784164
6814573,1479780354
6814582,1479783558
6814585,1479785168
6814589,1479786238
6814590,1479784042
6814599,1479787120
6814602,1479783700
6814609,1479786068
6814610,1479780786
6814613,1479779788
6814616,1479779482
6814617,1479779742
6814618,1479785788
6814619,1479784308
6814620,1479785500
6814626,1479781332
6814631,1479780604
6814632,1479784962
6814636,1479783252
6814640,1479786262
6814654,1479784516
6814657,1479783204
6814658,1479780578
6814663,1479695078
6814666,1478723514
6814675,1478780498
6814678,1478687254
6814686,1478767504
6814687,1478665278
6814689,1479131552
6814699,1478713070
6814704,1478735294
6814711,1478645536
6814713,1478731414
6814716,1478775808
6814717,1478781340
6814719,1478655650
6814721,1478716782
6814725,1478705806
6814726,1479785938
6814728,1478767084
6814729,1478650130
6814730,1478726178
6814731,1478766506
6814739,1478709212
6814740,1478744338
6814747,1478736032
6814750,1478642276
6814752,1478738328
6814753,1478676296
6814755,1478664432
6814763,1478644490
6814767,1478740328
6814768,1478747220
6814774,1478773604
6814778,1478735602
6814785,1478720082
6814787,1478690452
6814796,1478705762
6814798,1478651596
6814804,1478862240
6814806,1478685924
6814809,1478759972
6814812,1479076516
6814814,1478711686
6814816,1479083698
6814821,1478654092
6814826,1478754406
6814829,1478662918
6814838,1478747242
6814840,1478648120
6814849,1478769112
6814853,1478756420
6814854,1478700348
6814855,1478739782
6814862,1478700230
6814865,1478771848
6814867,1478748340
6814869,1478677540
6814871,1478708446
6814874,1478830762
6814878,1478699202
6814879,1478774376
6814880,1479067566
6814881,1478720150
6814883,1478649432
6814884,1478863390
6814887,1478702184
6814888,1479094586
6814889,1478673534
6814892,1478707502
6814897,1478866964
6814904,1478644598
6814907,1478748858
6814917,1478672652
6814921,1478689820
6814922,1478657094
6814926,1478656560
6814927,1478695420
6814928,1478775424
6814931,1478677608
6814939,1478675514
6814940,1478703252
6814943,1478684018
6814947,1478710572
6814951,1478721964
6814952,1478682630
6814954,1479078860
6814955,1478706670
6814958,1478748402
6814961,1478696916
6814962,1478656548
6814963,1478700252
6814965,1478780430
6814968,1478732498
6814969,1478738634
6814972,1478688458
6814977,1478698088
6814978,1479099698
6814986,1478860552
6814988,1478688552
6814990,1478768360
6814991,1478678002
6814996,1478831042
6815001,1479078222
6815005,1479087172
6815007,1478665726
6815008,1478780046
6815009,1478647446
6815011,1478681990
6815012,1478719990
6815013,1478726574
6815016,1478713368
6815020,1478720782
6815023,1478737568
6815025,1478648662
6815028,1478674928
6815036,1478782310
6815038,1478828080
6815040,1478765102
6815041,1478647646
6815043,1478732362
6815056,1479073644
6815057,1478671500
6815061,1478760024
6815067,1478643432
6815068,1478647982
6815069,1478717436
6815071,1478755804
6815083,1478780318
6815085,1478730716
6815089,1478713932
6815093,1478663640
6815098,1478857668
6815099,1478741688
6815101,1478864600
6815102,1478765830
6815103,1478864696
6815107,1479078586
6815109,1478714324
6815112,1478692302
6815114,1478656980
6815119,1478728938
6815121,1478863814
6815123,1478827760
6815134,1478781240
6815137,1478731538
6815144,1478718286
6815148,1478717926
6815151,1479080760
6815152,1478677480
6815162,1478776030
6815163,1478737626
6815166,1478666336
6815167,1478732454
6815168,1479131192
6815173,1478695414
6815176,1478763482
6815183,1478709042
6815184,1478719180
6815188,1478772844
6815190,1478772402
6815193,1478782136
6815197,1478662786
6815198,1478724548
6815200,1478745446
6815203,1478758130
6815204,1478865318
6815209,1478739694
6815211,1478645394
6815221,1478752672
6815225,1478651500
6815227,1478694362
6815228,1478862984
6815232,1478676482
6815236,1478701784
6815240,1478649978
6815248,1479129712
6815249,1478830492
6815254,1478656400
6815266,1478782440
6815273,1478736746
6815278,1478729706
6815281,1478728828
6815284,1478777472
6815287,1478706416
6815290,1478746342
6815291,1478710886
6815295,1479080868
6815297,1478699224
6815298,1478694038
6815299,1478643126
6815300,1478663312
6815301,1478652606
6815302,1478866426
6815305,1478710750
6815306,1479093880
6815310,1479099590
6815314,1478743620
6815317,1478695160
6815321,1479787124
6815322,1479787124
6815324,1478832826
6815325,1478735630
6815328,1478713496
6815329,1478742416
6815333,1479099912
6815341,1478670388
6815342,1479784300
6815343,1479784964
6815344,1479786496
6815346,1479782894
6815348,1479783574
6815349,1479786496
6815350,1479783184
6815365,1478671978
6815367,1478735684
6815368,1479784414
6815378,1479784422
6815385,1478756862
6815390,1478757974
6815397,1479780098
6815400,1479073920
6815401,1478700174
6815409,1478758374
6815413,1478690318
6815415,1479779282
6815419,1478775270
6815423,1479780922
6815426,1478739148
6815428,1478654562
6815433,1479786206
6815434,1479781058
6815437,1478697132
6815441,1479779644
6815446,1478703356
6815448,1478649652
6815450,1478712192
6815452,1478705958
6815457,1478707344
6815458,1479779922
6815466,1479780280
6815469,1478701150
6815473,1478775120
6815483,1478782818
6815485,1478750144
6815487,1478661428
6815488,1478698084
6815494,1478675546
6815495,1478859440
6815499,1478729466
6815501,1478697050
6815504,1478832210
6815505,1478642662
6815507,1478658394
6815510,1478654352
6815512,1478858432
6815513,1478830960
6815516,1478687768
6815520,1478652618
6815521,1478829770
6815522,1478757650
6815523,1478863542
6815525,1478676644
6815529,1478756288
6815530,1478746154
6815532,1479048378
6815533,1478730014
6815536,1478748374
6815537,1478728350
6815538,1478691684
6815539,1478828158
6815541,1478757328
6815544,1478671232
6815545,1478712040
6815546,1478854976
6815547,1478663532
6815553,1478699932
6815554,1478827716
6815555,1478758960
6815557,1478756300
6815571,1478711666
6815573,1479074922
6815575,1478701058
6815576,1478707330
6815577,1478652872
6815581,1478739016
6815584,1478732790
6815585,1478655414
6815590,1478678470
6815593,1478672936
6815598,1478740366
6815599,1478736342
6815602,1478645070
6815605,1478678796
6815616,1478707616
6815619,1478773516
6815622,1478736912
6815627,1478680942
6815628,1478780438
6815630,1478669770
6815632,1479091750
6815633,1478701228
6815636,1478713052
6815639,1478675320
6815640,1478655002
6815642,1478773990
6815644,1478663588
6815647,1478864392
6815649,1478641626
6815650,1478788778
6815655,1479067854
6815657,1478725196
6815659,1478858814
6815662,1478640786
6815663,1478857574
6815669,1478729060
6815671,1478692082
6815675,1478713748
6815678,1478767176
6815679,1478694326
6815681,1478765166
6815682,1478761622
6815683,1478748942
6815684,1478652982
6815685,1478641262
6815688,1478702812
6815693,1478676434
6815694,1478725518
6815695,1478788576
6815699,1479087756
6815700,1478689106
6815705,1478725554
6815709,1478866684
6815713,1478753484
6815715,1478722482
6815716,1478645302
6815724,1478866776
6815726,1478703530
6815729,1478666734
6815732,1478681502
6815733,1478692842
6815735,1478782280
6815737,1478708292
6815738,1478719004
6815739,1478775968
6815741,1478703906
6815746,1478827952
6815751,1478860806
6815752,1478685364
6815754,1478750374
6815756,1478667708
6815758,1478858980
6815761,1478688452
6815765,1478760820
6815772,1478774726
6815773,1479094992
6815779,1478668034
6815784,1478737876
6815786,1478718316
6815789,1478727030
6815791,1478695246
6815792,1478687220
6815793,1478857316
6815794,1478857686
6815795,1478760586
6815796,1478684692
6815797,1478673914
6815799,1478666464
6815800,1478685964
6815802,1478690166
6815803,1478709902
6815807,1478706346
6815809,1478754462
6815811,1478678328
6815812,1478789452
6815815,1478763516
6815823,1478713356
6815825,1479067654
6815829,1478704000
6815830,1478790254
6815831,1478748842
6815833,1478724524
6815834,1478705934
6815839,1479075636
6815841,1478828624
6815846,1478692194
6815847,1478681762
6815853,1478699564
6815856,1478860716
6815857,1478649898
6815858,1479093848
6815860,1478666430
6815861,1478656174
6815862,1478773810
6815863,1478665520
6815867,1478767190
6815883,1478754572
6815886,1479780836
6815891,1478856966
6815896,1478788316
6815904,1478706520
6815906,1478733660
6815914,1478757744
6815917,1478746190
6815921,1478760152
6815925,1478721518
6815926,1478766814
6815930,1478654384
6815931,1478687644
6815932,1478865066
6815935,1478686104
6815938,1478769144
6815945,1478672618
6815949,1478724484
6815957,1478666512
6815958,1478752224
6815960,1478713922
6815963,1478711260
6815965,1478706128
6815973,1479048628
6815976,1478763612
6815977,1478720268
6815978,1478666254
6815982,1478675032
6815983,1478742790
6815984,1478731260
6815985,1478761428
6815987,1478762734
6815989,1478831334
6815990,1478642812
6815992,1478707102
6816000,1478741480
6816001,1478692294
6816003,1478669806
6816004,1478737444
6816008,1479080752
6816009,1478703558
6816012,1478742682
6816014,1478763916
6816016,1478754182
6816017,1478682302
6816018,1478654062
6816020,1478763184
6816024,1478764586
6816028,1478727724
6816033,1478863444
6816036,1478768042
6816040,1478706254
6816044,1478691506
6816047,1478756248
6816048,1478698100
6816052,1478864056
6816053,1478667378
6816055,1478735946
6816056,1478745476
6816060,1478768654
6816061,1478763890
6816063,1478700342
6816064,1479051092
6816065,1478766100
6816067,1478772660
6816068,1478732624
6816082,1478780328
6816084,1478698366
6816085,1478700304
6816087,1478724952
6816088,1478691564
6816092,1478862872
6816098,1478687596
6816099,1478679440
6816101,1478737688
6816102,1479048622
6816103,1478762148
6816104,1478732002
6816108,1478761040
6816109,1478782012
6816110,1478775818
6816113,1478654140
6816115,1479048466
6816116,1478642334
6816120,1478706254
6816124,1478828436
6816127,1478764992
6816129,1478753098
6816133,1479081834
6816135,1478754086
6816137,1478670898
6816140,1478668764
6816141,1478661912
6816145,1478732366
6816146,1478703780
6816147,1478714632
6816158,1478649854
6816160,1478865834
6816163,1478727432
6816164,1478691170
6816165,1478677142
6816166,1478765886
6816167,1478716734
6816169,1479129238
6816172,1478708508
6816173,1478718308
6816174,1478658432
6816175,1479077216
6816178,1478830060
6816179,1478650372
6816181,1478682298
6816182,1478761540
6816184,1478710386
6816191,1478683848
6816193,1479083722
6816198,1478860636
6816200,1479048998
6816205,1478688120
6816207,1479783610
6816208,1478640242
6816210,1478648652
6816215,1478710968
6816216,1479047106
6816217,1478752818
6816218,1478674768
6816220,1478760248
6816222,1478662216
6816223,1478830302
6816227,1478715010
6816228,1478746886
6816230,1478730312
6816237,1478724154
6816249,1478774160
6816254,1478777820
6816258,1478656968
6816259,1478648326
6816260,1478653042
6816261,1478702126
6816263,1478698672
6816264,1478701998
6816268,1478665014
6816270,1478655128
6816272,1479050960
6816273,1478750722
6816274,1478674850
6816276,1478790644
6816278,1478650232
6816282,1478858486
6816284,1478763098
6816285,1478857324
6816286,1479049298
6816288,1478701140
6816290,1478668068
6816294,1478862914
6816295,1478737492
6816298,1479080602
6816300,1478688168
6816301,1478689104
6816302,1478686930
6816305,1478706466
6816308,1478857934
6816313,1478725080
6816314,1479078944
6816315,1478676924
6816320,1478767886
6816328,1478745420
6816329,1478749136
6816333,1478746944
6816340,1478866828
6816344,1478700784
6816345,1478712482
6816346,1478644476
6816348,1478681672
6816350,1478697206
6816359,1478709294
6816360,1478761392
6816362,1478698752
6816364,1479081490
6816366,1478700900
6816368,1478643670
6816377,1478775944
6816381,1478829318
6816382,1478710602
6816386,1478697524
6816395,1478781764
6816397,1478653478
6816398,1478753338
6816400,1478669678
6816403,1478755266
6816404,1478752954
6816406,1478713174
6816411,1478780580
6816413,1478728416
6816416,1479100086
6816417,1478730006
6816418,1478665088
6816422,1478679278
6816424,1478664650
6816432,1478677082
6816434,1478829496
6816435,1478866602
6816437,1478777344
6816441,1478660936
6816442,1478736832
6816450,1478762164
6816452,1478665368
6816458,1478659276
6816462,1478832888
6816465,1478722064
6816467,1478670764
6816473,1478791034
6816477,1478860588
6816478,1478715258
6816480,1478758222
6816486,1478707326
6816490,1478675556
6816492,1479085492
6816494,1478862470
6816495,1478776772
6816497,1478727474
6816499,1478709972
6816502,1478762552
6816503,1479050842
6816505,1478742316
6816508,1478779758
6816510,1479130628
6816513,1478732976
6816514,1478703946
6816515,1478645802
6816519,1478858042
6816520,1478744684
6816522,1478655266
6816524,1478728330
6816525,1478718094
6816528,1478773178
6816529,1478788998
6816531,1478859040
6816532,1478767950
6816534,1478726672
6816535,1478677408
6816536,1478768446
6816546,1478665374
6816547,1478782668
6816549,1478716642
6816550,1478774518
6816551,1478789920
6816555,1478671048
6816557,1478753070
6816559,1478778076
6816562,1478859546
6816563,1478753988
6816565,1479085776
6816566,1478675452
6816567,1478649566
6816568,1478701436
6816569,1478655032
6816572,1479074998
6816575,1478729872
6816577,1478864836
6816579,1479048800
6816581,1478646968
6816586,1478782190
6816588,1478744082
6816590,1478734654
6816592,1478655504
6816593,1478774890
6816595,1479075718
6816599,1478649458
6816601,1478666910
6816602,1478830442
6816603,1479047818
6816604,1478678726
6816608,1479086838
6816615,1478646682
6816618,1478706412
6816620,1479783424
6816623,1478708128
6816624,1478733440
6816626,1478789542
6816630,1478782106
6816632,1478742748
6816638,1478642030
6816646,1478652640
6816648,1478772666
6816659,1478742516
6816660,1478669940
6816663,1478864500
6816665,1478719480
6816666,1478765996
6816669,1478762484
6816674,1478649826
6816678,1478660058
6816679,1478778892
6816684,1478679944
6816691,1478735642
6816697,1478696848
6816703,1478732504
6816705,1478641630
6816710,1478759078
6816711,1478641464
6816712,1478695616
6816713,1478782816
6816716,1478829094
6816717,1478697388
6816719,1478757470
6816725,1478662688
6816731,1478714230
6816733,1478674122
6816736,1478764338
6816740,1478864694
6816741,1479078618
6816742,1478647752
6816747,1478778964
6816748,1478708106
6816751,1478649378
6816755,1478857076
6816757,1479075922
6816762,1478734312
6816765,1479087688
6816766,1478647714
6816769,1478681092
6816776,1478675700
6816784,1478741124
6816785,1478720302
6816791,1478780538
6816797,1478738448
6816799,1478660152
6816804,1478778230
6816805,1478700326
6816807,1478747660
6816812,1478726038
6816814,1478780488
6816816,1478737772
6816817,1478662074
6816818,1478745756
6816819,1478709696
6816821,1478677604
6816822,1478650952
6816826,1478773164
6816831,1478661254
6816832,1478692078
6816833,1478644492
6816836,1478754576
6816842,1478861154
6816844,1478727552
6816847,1478663540
6816851,1478778100
6816853,1478696580
6816854,1478828466
6816856,1478719892
6816857,1478689238
6816860,1478667632
6816864,1478740832
6816866,1478745922
6816867,1478831530
6816870,1478861446
6816876,1478861714
6816878,1479129174
6816881,1478680242
6816885,1478831066
6816894,1478696268
6816895,1478778846
6816910,1478740356
6816911,1478733896
6816912,1478830828
6816913,1478680642
6816915,1478643776
6816916,1478719996
6816920,1478658080
6816922,1478740994
6816926,1478692992
6816928,1478755748
6816933,1478705386
6816935,1478828672
6816941,1478680956
6816943,1479076836
6816952,1478864580
6816953,1478715826
6816955,1478782450
6816960,1478723718
